yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county
17/03/2003, 10:24:14.2,51.653,-3.06,-0.4540879466307914,-0.8117626723991759,7.0,0.1, ,, CWMBRAN,GWENT
14/04/2003, 14:35:48.3,51.698,-3.246,-0.9701377106197177,-0.3456333253574617,5.0,0.0, ,, BARGOED,MID GLAMORGAN
12/12/2003, 02:39:40.5,51.692,-3.035,1.3787784565022914,-0.8117626723991759,8.0,0.1, ,, PONTYPOOL,GWENT
07/03/2004, 05:26:53.0,51.669,-3.096,-1.2014703634423396,-0.5010097743713664,9.0,0.0, ,, NEWBRIDGE,GWENT
01/08/2005, 21:11:56.2,51.704,-3.173,-0.9879325300676115,-0.6563862233852713,8.0,0.1, ,, BLACKWOOD,GWENT
23/03/2006, 18:56:29.2,51.752,-3.076,1.2008302620233513,0.27587247069815773,12.0,0.2, ,, ABERTILLERY,GWENT
30/06/2007, 01:49:18.6,51.728,-3.419,-0.00921746043344119,-0.5010097743713664,10.0,0.3, ,, ABERDARE,MID GLAMORGAN
16/06/2008, 01:10:14.2,51.598,-3.639,-0.4184983077350033,-0.19025687634355679,6.0,0.3, ,, MAESTEG,BRIDGEND
05/06/2009, 19:42:07.1,51.623,-3.645,-0.7032154189013075,1.9850134098511105,22.0,0.5,3,, MAESTEG,BRIDGEND
06/10/2009, 05:05:55.4,51.773,-4.101,0.738164956378107,1.3635076137954913,18.0,0.5, ,, LLANNON,CARMARTHENSHIRE
02/12/2009, 17:52:59.2,51.697,-3.237,0.16873073404549888,0.7420018177398723,12.0,0.3, ,, BARGOED,CAERPHILLY
15/12/2009, 15:25:26.3,51.709,-4.085,0.11534627570181673,-0.03488042732965183,11.0,0.3, ,, LLANELLI,CARMARTHNSHIRE
12/09/2010, 05:14:56.1,51.711,-3.397,0.4000633868681211,-0.5010097743713664,6.0,0.1, ,, ABERDARE,MID GLAMORGAN
17/01/2011, 14:28:11.2,51.595,-3.589,0.4534478452118029,0.27587247069815773,10.0,0.2, ,, MAESTEG,BRIDGEND
09/07/2011, 21:55:24.3,51.777,-3.046,1.7524696649080653,-0.5010097743713664,5.0,0.1, ,, ABERGAVENNEY,GWENT
11/10/2011, 15:32:17.2,51.798,-3.146,2.090571234418052,-0.3456333253574617,9.0,0.1, ,, BRYNMAWR,GWENT
15/11/2011, 16:05:54.4,51.616,-3.581,0.31108928962865107,-0.19025687634355679,10.0,0.3,2,, MAESTEG,BRIDGEND
16/01/2012, 12:11:50.2,51.668,-3.225,-0.4362931271828974,-0.9671391214130809,4.0,0.1, ,, BARGOED,CAERPHILLY
19/04/2012, 07:41:31.7,51.62,-3.602,0.07975663680602885,-0.6563862233852713,8.0,0.2, ,, MAESTEG,BRIDGEND
15/05/2012, 06:41:44.8,51.808,-3.205,0.702575317482319,1.3635076137954913,13.0,0.4, ,, RASSAU,BLAENAU GWENT
08/02/2013, 18:04:22.7,51.681,-3.664,-0.7921895161407776,-0.8117626723991759,6.0,0.4, ,, MAESTEG,BRIDGEND
07/04/2013, 08:08:12.1,51.691,-3.766,0.29329447018075677,-0.6563862233852713,6.0,0.3, ,, NEATH,NEATH PORT TALBOT
22/09/2013, 23:06:02.1,51.763,-4.252,-0.8633687939323534,-0.3456333253574617,4.0,0.1, ,, LLANNON,CARMARTHENSHIRE
08/11/2014, 06:00:56.1,51.693,-3.073,-1.0413169884112936,0.43124891971206236,12.0,0.3, ,, PONTYPOOL,TORFAEN
04/12/2014, 16:07:06.5,51.666,-3.114,-0.25834493270395736,0.43124891971206236,7.0,0.1,2,, NEWBRIDGE,CAERPHILLY
25/02/2015, 10:41:24.9,51.636,-3.594,-0.4896775855265794,0.5866253687259673,12.0,0.3,3,, BLAENGARW,BRIDGEND
12/06/2015, 09:38:35.7,51.714,-4.159,-0.27613975215185127,0.27587247069815773,7.0,0.3, ,, LLANELLI,CARMARTHS
02/08/2015, 03:42:27.7,51.729,-4.019,-0.00921746043344119,-0.5010097743713664,10.0,0.3, ,, PONTARDDULAIS,SWANSEA
05/10/2015, 02:53:38.4,51.663,-3.163,-0.9523428911718235,-0.9671391214130809,5.0,0.2, ,, NEWBRIDGE,CAERPHILLY
05/10/2015, 03:44:59.1,51.66,-3.16,-0.8455739744844596,-0.3456333253574617,8.0,0.2, ,, NEWBRIDGE,CAERPHILLY
13/12/2015, 01:39:23.4,51.655,-3.167,0.2577048312849689,-0.5010097743713664,7.0,0.3, ,, BLACKWOOD,CAERPHILLY
13/12/2015, 05:28:18.8,51.651,-3.209,-0.4540879466307914,1.2081311647815864,12.0,0.3, ,, BLACKWOOD,CAERPHILLY
27/12/2015, 14:33:52.7,51.666,-3.179,0.6491908591386369,0.27587247069815773,9.0,0.3, ,, BLACKWOOD,CAERPHILLY
