yyyy-mm-dd,hh:mm:ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county,
15/10/2013, 11:44:52.7,51.92,-2.784,19.6,1,4,0.1, , , ORCOP,HEREFORDSHIRE,
21/12/2013, 10:37:37.7,53.15,-5.385,12.2,1,5,0.3, , , IRISH SEA,,
12/05/2014, 03:35:16.6,51.897,-5.454,3.6,1,3,0.1, , , RAMSEY,PEMBROKESHIRE,
18/08/2014, 21:31:51.6,53.007,-4.014,12.1,1,9,0.2,2, , BEDDGELERT,GWYNEDD,
15/10/2014, 20:05:08.2,52.764,-2.853,5.3,1,8,0.2, , , SHREWSBURY,SHROPSHIRE,
25/10/2014, 08:26:39.4,52.321,-2.633,5.5,1,5,0.1, , , BRIMFIELD,HEREFORDSHIRE,
05/10/2015, 02:53:38.4,51.663,-3.163,2.2,1,5,0.2, , , NEWBRIDGE,CAERPHILLY,
15/12/2015, 12:31:56.4,53.36,-4.059,7.7,1,8,0.3, , , IRISH SEA,,
18/02/2016, 02:54:42.7,52.944,-4.332,14.3,1,10,0.1, , , LLEYN PENINSULA,,
17/03/2016, 04:34:00.5,53.149,-4.671,9.2,1,6,0.1, , , IRISH SEA,,
15/08/2016, 10:14:05.8,52.963,-2.553,7.3,1,8,0.5, , , WILKESLEY,CHESHIRE,
17/10/2016, 22:49:28.2,52.558,-3.418,14.7,1,11,0.3, , , CAERSWS,POWYS,
29/10/2016, 02:02:35.0,51.674,-3.718,9,1,8,0.2, , , NEATH,NEATH PORT TALBOT,
15/01/2017, 22:58:59.8,53.031,-4.014,7.7,1,8,0.3,3, , BEDDGELERT,GWYNEDD,
19/07/2017, 18:46:39.7,52.23,-4.321,15.6,1,8,0.4, , , ABERAERON,CEREDIGION,
16/08/2017, 02:27:31.7,53.051,-4.521,3,1,12,0.4, , , CAERNARFON BAY,,
13/10/2017, 10:15:43.3,51.855,-3.059,14.6,1,3,0.1, , , GOVILON,MONMOUTHSHIRE,
26/12/2017, 23:29:37.8,53.455,-2.702,7.5,1,10,0.3, , , ST HELENS,MERSEYSIDE,
29/12/2017, 02:03:02.3,52.025,-3.763,7.4,1,6,0.1, , , LLANDOVERY,CARMARTHS,
06/01/2018, 19:22:48.5,51.677,-2.957,5.9,1,8,0.3, , , LLANGYBI,MONMOUTHSHIRE,
28/07/2018, 05:39:35.7,52.229,-4.163,6.5,1,7,0.2, , , CILCENNIN,CEREDIGION,
19/12/2018, 15:47:54.9,52.963,-4.389,20.3,1,8,0.1, , , LLEYN PENINSULA,,
20/01/2019, 02:13:52.3,53.16,-2.801,7.7,1,10,0.2, , , CHESTER,CHESHIRE,
30/01/2019, 11:53:15.9,52.015,-2.861,8.3,1,4,0.2, , , KINGSTONE,HEREFORDSHIRE,
02/07/2019, 04:06:39.1,51.014,-2.947,7.5,1,8,0.3, , , NORTH CURRY,SOMERSET,
05/11/2019, 22:05:41.1,51.987,-3.498,10.2,1,8,0.2, , , SENNYBRIDGE,POWYS,
14/05/2020, 23:55:55.4,51.757,-3.923,10.1,1,9,0.3, , , GARNSWLLT,SWANSEA,
08/08/2020, 11:09:41.7,51.592,-3.405,2.1,1,5,0.2, , , TONYREFAIL,RHONDDA CT,
04/09/2020, 04:38:07.7,51.416,-2.587,5.7,1,7,0.3, , , BRISTOL,CITY OF BRISTOL,
28/09/2021, 04:31:02.5,51.734,-4.623,5.3,1,6,0.2, , , AMROTH,PEMBROKESHIRE,
17/10/2021, 21:10:29.9,53.213,-3.829,5.8,1,6,0.1,3, , DOLGARROG,CONWY,
06/01/2022, 05:28:10.7,51.917,-2.528,8.8,1,8,0.2, , , ROSS-ON-WYE,HEREF,
21/01/2022, 23:45:47.1,51.722,-3.313,15.1,1,8,0.1, , , BEDLINOG,MERTHYR TYDFIL,
19/02/2022, 19:23:43.6,52.188,-3.037,8.6,1,7,0.1, , , KINGTON,HEREFORDSHIRE,
04/04/2022, 06:43:36.0,53.152,-3.862,7.6,1,4,0.1, , , TREFRIW,CONWY,
28/10/2022, 17:04:03.2,53.489,-2.817,14.3,1,14,0.2, , , KIRKBY,MERSEYSIDE,
28/02/2023, 02:02:49.8,53.246,-3.204,7.6,1,16,0.2, , , HOLYWELL,FLINTSHIRE,
18/02/1979, 19:26:00.0,52.19,-3.48, ,1.1, , , , , BUILTH WELLS,,
25/08/1983, 22:08:10.8,52.027,-2.691,12.5,1.1,5,0.1, , , HEREFORD,HERF&WOR,
05/12/1983, 00:56:15.9,51.661,-3.091,2.5,1.1,4,0.3, , , CWMBRAN,GWENT,
10/07/1984, 14:28:12.8,53.19,-3.278,2.5,1.1,6,1.1, , , N. OF RUTHIN,CLWYD,
12/07/1984, 05:57:33.8,52.123,-2.951,17.7,1.1,5,0.1, , , HEREFORD,HERF&WOR,
16/07/1984, 11:56:37.0,52.7,-5.4, ,1.1, , , , , IRISH SEA,,
04/01/1985, 08:47:23.6,52.959,-4.394,20.9,1.1,12,0.4, , , LLEYN PENIN, NW WALES,
06/01/1985, 22:53:47.5,52.966,-4.388,23.2,1.1,14,0, , , LLEYN PENIN, NW WALES,
07/01/1985, 18:02:37.6,52.971,-4.402,22.9,1.1,14,0, , , LLEYN PENIN, NW WALES,
09/03/1985, 23:52:00.4,52.964,-4.367,21.5,1.1,15,0.1, , , LLEYN PENIN, NW WALES,
23/03/1985, 19:00:25.6,52.71,-4.04,10.5,1.1, , , , , BARMOUTH, GWYNEDD,
31/08/1985, 15:24:06.8,52.969,-4.395,23.2,1.1,5,0, , , LLEYN PENIN, NW WALES,
11/09/1985, 18:15:19.3,52.96,-4.378,20.4,1.1,5,0.1, , , LLEYN PENIN, NW WALES,
11/01/1986, 01:34:01.2,52.975,-4.356,21.4,1.1,12,0.2, , , LLEYN AFTERSHOCK,,
25/02/1986, 08:58:45.9,51.803,-3.607,0,1.1,3,0.1, , , KNIGHTON,POWYS,
21/03/1986, 10:40:54.4,52.963,-4.355,19.7,1.1,12,0.3, , , LLEYN AFTERSHOCK,,
02/05/1986, 20:03:21.2,51.976,-2.845,17.7,1.1,4,0, , , NR HEREFORD,HER & WOR,
28/07/1986, 14:03:39.2,52.095,-2.88,12.9,1.1,4,0.3, , , W OF HEREFORD,HER&WOR,
22/09/1986, 02:50:18.3,51.581,-3.341,6.2,1.1,5,0.2, , , PONTYPRIDD,M GLAMORGAN,
09/03/1987, 23:08:57.5,52.702,-2.551,4.5,1.1,8,0.2, , , TELFORD,SHROPSHIRE,
28/04/1987, 21:10:36.3,52.984,-4.391,17.3,1.1,16,0.3, , , LLEYN AFTERSHOCK,,
07/05/1987, 02:08:37.1,52.172,-2.681,16.7,1.1,7,0.1, , , LEOMINSTER,HEREFORD,
26/02/1988, 06:54:19.9,51.911,-3.159,17.9,1.1,5,0.2, , , BRECON,POWYS,
08/03/1988, 10:22:54.2,52.354,-3.82,2,1.1,13,0.2, , , ABERYSTWYTH,DYFED,
09/06/1988, 13:36:00.3,52.085,-4.075,2.5,1.1,14,0.4, , , LAMPETER,DYFED,
30/07/1988, 19:21:26.0,51.947,-3.139,6.4,1.1,7,0.3, , , HAY-ON-WYE,HER & WORC,
07/08/1988, 12:18:00.2,52.035,-3.086,9.4,1.1,9,0.2, , , HAY-ON-WYE,HER & WORC,
11/08/1988, 15:39:18.2,52.044,-3.064,8.6,1.1,12,0.2, , , HAY-ON-WYE,HER & WORC,
13/10/1988, 12:17:50.6,51.69,-3.191,23.4,1.1,4,0.2, , , MERTHYR VALE,MID GLAM,
01/03/1989, 04:43:11.9,52.975,-4.366,19.6,1.1,11,0.2, , , LLEYN,GWYNEDD,
08/04/1989, 16:54:09.8,51.826,-4.091,4.6,1.1,9,0.1, , , LLANELLI,DYFED,
25/09/1989, 10:27:05.8,53.079,-2.732,3.5,1.1,14,0.4, , , RIDLEY,CHESHIRE,
19/11/1989, 16:47:37.8,51.22,-4.747,14,1.1,5,0, , , LUNDY,BRISTOL CHANNEL,
01/12/1989, 03:44:41.7,53.43,-2.566,0.1,1.1,10,0.2, , , WARRINGTON,CHESHIRE,
29/05/1990, 08:08:50.7,52.004,-2.891,19.1,1.1,8,0.1, , , ELLESMERE,SHROPSHIRE,
24/07/1990, 03:00:24.2,51.004,-5.33,13.8,1.1,6,0, , , HARTLAND POINT,DEVON,
25/10/1990, 14:28:06.5,51.571,-3.482,14.9,1.1,4,0.2, , , BRIDGEND,MID GLAMORGAN,
12/03/1991, 09:21:25.9,52.994,-3.983,14.2,1.1,14,0.3, , , BL.FFESTINIOG,GWYNEDD,
21/05/1991, 23:22:15.9,53.347,-2.788,11.4,1.1,18,0.4, , , WIDNES,CHESHIRE,
01/04/1992, 03:32:28.4,52.072,-3.444,16.1,1.1,6,0.1, , , BUILTH WELLS,POWYS,
20/04/1992, 22:20:26.6,51.695,-3.552,10.6,1.1,10,0.1, , , TREHERBERT,M GLAMORGAN,
31/08/1992, 20:49:19.4,51.711,-3.303,0.1,1.1,4,0.1, , , BEDLINOG,MID GLAMORGAN,
07/10/1992, 09:25:31.9,51.82,-3.485,9.3,1.1,6,0, , , M TYDFIL,MID GLAMORGAN,
28/01/1994, 06:05:47.3,51.546,-3.207,8.4,1.1,10,0.3, , , CARDIFF,S GLAMORGAN,
27/03/1994, 01:24:25.5,53.017,-4.279,13.1,1.1,14,0.3, , , PENYGROES,GWYNEDD,
01/08/1994, 08:58:25.6,53.121,-3.334,14.8,1.1,16,0.2, , , RUTHIN,CLWYD,
30/08/1994, 09:23:42.6,53.217,-4.559,13.7,1.1,10,0.2, , , CAERNARFON BAY,GWYNEDD,
01/12/1994, 11:05:32.3,51.867,-2.964,21.1,1.1,4,0, , , ABERGAVENNY,GWENT,
03/12/1994, 23:49:42.5,52.968,-4.411,21.4,1.1,15,0.3, , , LLEYN PENIN,GWYNEDD,
16/03/1995, 22:42:25.4,52.984,-4.384,15,1.1,7,0.1, , , LLEYN PENIN,GWYNEDD,
29/03/1995, 18:05:08.0,51.774,-3.456,14.3,1.1,6,0.1, , , MERTHYR TYDFIL,M GLAM,
15/05/1995, 06:46:00.6,52.95,-4.389,20.5,1.1,10,0.1, , , LLEYN PENIN,GWYNEDD,
03/07/1998, 04:11:22.5,52.448,-3.202,19.2,1.1, , , , , NEWTOWN,POWYS,
08/03/1999, 01:19:51.2,51.711,-3.304,2.2,1.1, , , , , BEDLINOG,MID GLAMORGAN,
18/03/1999, 02:38:22.1,51.714,-3.296,1.9,1.1, , , , , BEDLINOG,MID GLAMORGAN,
31/07/1999, 07:33:48.5,51.695,-3.212,7.3,1.1, , , , , BARGOED,MID GLAMORGAN,
10/03/2001, 09:29:34.0,52.926,-2.743,4.2,1.1, , , , , WHITCHURCH,SHROPSHIRE,
05/09/2001, 03:48:21.4,52.738,-2.96,10.4,1.1, , , , , SHREWSBURY,SHROPSHIRE,
01/11/2001, 01:56:11.4,51.069,-4.585,26.9,1.1, , , , , OFF HARTLAND PT,DEVON,
17/03/2003, 10:24:14.2,51.653,-3.06,5,1.1,7,0.1, , , CWMBRAN,GWENT,
07/06/2003, 21:14:03.8,51.999,-3.214,23,1.1,6,0, , , TALGARTH,POWYS,
12/12/2003, 02:39:40.5,51.692,-3.035,15.3,1.1,8,0.1, , , PONTYPOOL,GWENT,
29/03/2004, 01:51:52.9,52.868,-3.619,11.6,1.1,14,0.1, , , BALA,GWYNEDD,
16/11/2004, 02:52:08.8,52.319,-3.959,3.9,1.1,9,0.2, , , ABERYSTWYTH,DYFED,
16/12/2004, 02:26:32.9,53.469,-4.211,14.8,1.1,9,0.1, , , OFF ANGLESEY,GWYNEDD,
17/07/2005, 01:35:59.8,52.397,-2.815,14.5,1.1,7,0.1, , , LUDLOW,SHROPSHIRE,
25/01/2006, 16:19:11.5,52.191,-3.032,2.3,1.1,5,0, , , KINGTON,HEREFORDSHIRE,
11/03/2006, 15:27:23.5,53.025,-3.83,20.4,1.1,11,0.1, , , BETWS-Y-COED,GWYNEDD,
23/03/2006, 07:54:59.0,52.362,-2.611,15.4,1.1,5,0.1, , , LUDLOW,SHROPSHIRE,
23/03/2006, 08:02:54.2,52.361,-2.613,15.4,1.1,5,0.1, , , LUDLOW,SHROPSHIRE,
15/02/2009, 10:36:00.0,52.435,-2.637,17.4,1.1,3,0, , , LUDLOW,SHROPSHIRE,
29/03/2009, 03:02:43.4,52.174,-3.147,15.1,1.1,5,0.2, , , GLADESTRY,POWYS,
31/12/2009, 17:57:04.1,52.828,-2.607,6.1,1.1,5,0.2, , , MARKET DRAYTON,SALOP,
30/06/2010, 00:51:10.9,52.976,-4.408,4.6,1.1,4,0.2, , , LLEYN PENINSULA,,
01/09/2010, 22:10:35.8,53.176,-4.193,15.2,1.1,7,0.5,3, , BANGOR,GWYNEDD,
11/08/2011, 03:26:16.8,53.199,-2.752,7.5,1.1,6,0.1, , , CHESTER,CHESHIRE,
07/09/2011, 11:09:02.4,53.1,-3.915,15.7,1.1,6,0.1, , , BETWS-Y-COED,CONWY,
22/10/2011, 08:54:16.4,52.632,-2.867,12.9,1.1,3,0, , , SHREWSBURY,SHROPS,
21/04/2012, 02:29:26.4,52.693,-3.981,9.4,1.1,7,0.5, , , BARMOUTH,GWYNEDD,
01/12/2012, 10:24:16.0,53.13,-5.253,9.6,1.1,7,0.2, , , IRISH SEA,,
08/02/2013, 18:04:22.7,51.681,-3.664,3.1,1.1,6,0.4, , , MAESTEG,BRIDGEND,
09/02/2013, 21:50:56.8,51.148,-3.246,7.9,1.1,7,0.2, , , WATCHET,SOMERSET,
09/02/2013, 21:51:20.5,51.165,-3.271,4,1.1,6,0.3, , , WATCHET,SOMERSET,
01/09/2013, 21:28:47.7,52.316,-3.6,10.8,1.1,7,0.2, , , RHAYADER,POWYS,
17/08/2014, 20:57:26.9,52.022,-2.797,7.5,1.1,4,0.3, , , HEREFORD,HEREFORDSHIRE,
24/03/2015, 08:44:36.0,52.145,-3.025,10.1,1.1,5,0, , , KINGTON,HEREFORDSHIRE,
13/04/2015, 22:08:26.5,52.096,-2.587,13.2,1.1,6,0.2, , , HEREFORD,HEREFORDSHIRE,
17/04/2015, 06:51:01.1,53.323,-2.775,7.5,1.1,8,0.2, , , RUNCORN,CHESHIRE,
25/06/2015, 11:16:25.6,52.995,-2.778,2.8,1.1,7,0.2, , , MALPAS,CHESHIRE,
03/11/2015, 06:23:53.6,51.02,-2.605,4.2,1.1,7,0.2, , , ILCHESTER,SOMERSET,
09/11/2015, 00:02:39.6,51.075,-4.762,20.9,1.1,6,0.2, , , BRISTOL CHANNEL,,
26/12/2015, 22:11:10.7,51.908,-4.088,7.4,1.1,5,0.6, , , LLANFYNDD,CARMS,
20/04/2016, 16:39:34.9,51.215,-3.262,7.4,1.1,6,0.2, , , BRISTOL CHANNEL,,
17/05/2016, 08:15:52.4,52.45,-3.832,7.2,1.1,10,0.2, , , PONTERWYD,CEREDIGION,
21/01/2017, 21:57:56.8,51.701,-3.174,22.7,1.1,4,0, , , BARGOED,CAERPHILLY,
06/06/2017, 18:48:48.8,52.472,-3.717,5.6,1.1,10,0.3, , , LLANGURIG,POWYS,
28/06/2017, 14:48:47.1,53.258,-2.882,6.8,1.1,6,0.2, , , ELLESMERE PORT,CHESHIRE,
11/07/2017, 04:35:55.2,51.581,-3.2,12.6,1.1,7,0.2, , , BEDWAS,CAERPHILLY,
18/02/2018, 11:35:47.4,53.382,-4.438,7.1,1.1,5,0.3, , , LLANFECHELL,ANGLESEY,
24/02/2018, 05:37:15.1,51.816,-2.933,11.6,1.1,6,0.2, , , LLANARTH,MONMOUTHSIRE,
12/03/2018, 15:32:34.0,53.383,-4.472,8.7,1.1,8,0.1, , , LLANFECHELL,ANGLESEY,
11/05/2018, 05:21:17.1,51.04,-3.098,8.4,1.1,7,0.3, , , TAUNTON,SOMERSET,
18/07/2018, 21:59:08.5,53.133,-4.396,12.8,1.1,8,0.1,3, , CAERNARFON BAY,,
21/04/2019, 23:58:50.8,51.881,-4.698,6.4,1.1,10,0.3, , , LLANBOIDY,CARMARTHS,
13/05/2020, 09:24:06.4,51.666,-3.224,3.6,1.1,4,0.1, , , BLACKWOOD,CAERPHILLY,
26/06/2020, 06:11:07.8,51.549,-2.922,22,1.1,7,0.2, , , GOLDCLIFF,NEWPORT,
07/08/2020, 06:22:34.8,52.02,-3.577,14.1,1.1,5,0.1, , , TIRABAD,POWYS,
02/09/2021, 19:38:31.5,52.455,-3.188,8.4,1.1,9,0.1, , , ANCHOR,SHROPSHIRE,
17/03/2022, 20:09:32.1,53.439,-3.013,21,1.1,12,0.3, , , BOOTLE,MERSEYSIDE,
17/05/2022, 23:00:56.9,53.04,-5.451,6.7,1.1,6,0.4, , , IRISH SEA,,
20/05/2022, 10:22:17.8,52.844,-2.639,8.7,1.1,8,0.2, , , WEM,SHROPSHIRE,
07/12/2022, 00:16:46.8,51.692,-4.168,12.4,1.1,5,0.1, , , LLANELLI,DYFED,
20/01/2023, 06:53:50.7,51.814,-4.024,5.5,1.1,9,0.2, , , LLANDYBIE,CARMARTH,
10/05/1985, 08:14:53.3,52.972,-4.407,22.3,1.2,13,0.1, , , LLEYN PENIN, NW WALES,
03/11/1985, 20:12:19.9,52.969,-4.351,19.6,1.2,12,0.3, , , LLEYN PENIN, NW WALES,
17/02/1986, 06:56:03.9,52.064,-2.935,10.6,1.2,12,0.4, , , W OF HEREFORD,HER&WOR,
03/03/1986, 13:24:36.3,52.966,-4.377,20.1,1.2,12,0.2, , , LLEYN AFTERSHOCK,,
17/06/1986, 03:52:43.4,51.271,-4.653,16.9,1.2,8,0.1, , , 5 KM E OF LUNDY ISLAND,,
19/11/1986, 02:23:50.0,52.979,-4.364,21.2,1.2,13,0.3, , , LLEYN AFTERSHOCK,,
05/06/1987, 16:03:31.7,52.125,-2.564,13.3,1.2,5,0, , , GREAT MALVERN,WORCS,
28/05/1988, 03:51:41.5,52.182,-3.003,17.4,1.2,14,0.4, , , KINGTON,HER & WORC,
02/06/1988, 21:46:37.0,51.714,-3.368,6.1,1.2,7,0.3, , , ABERDARE,MID GLAMORGAN,
25/07/1988, 09:58:51.2,52.973,-4.389,19.4,1.2,8,0.1, , , LLEYN PEN,GWYNEDD,
11/08/1988, 15:34:23.7,52.04,-3.083,7.8,1.2,13,0.2, , , HAY-ON-WYE,HER & WORC,
17/09/1988, 01:09:57.9,52.978,-4.391,20.6,1.2,11,0.2, , , LLEYN PEN,GWYNEDD,
24/09/1988, 21:36:23.5,51.779,-2.824,17,1.2,5,0.2, , , MONMOUTH,GLOUCS,
22/08/1989, 01:15:52.4,53.432,-2.509,0.1,1.2,11,0.3, , , CULCHETH,MANCHESTER,
12/11/1989, 10:28:05.5,53.411,-2.558,0.1,1.2,10,0.3, , , WARRINGTON,CHESHIRE,
28/12/1989, 20:36:01.9,52.969,-4.385,20.2,1.2,12,0.2, , , LLEYN,GWYNEDD,
13/01/1990, 04:17:00.8,53.466,-2.517,0.5,1.2,13,0.5, , , CULCHETH,W MANCHESTER,
19/05/1990, 22:56:38.9,52.966,-4.368,20.3,1.2,12,0.2, , , LLEYN,GWYNEDD,
26/06/1990, 03:03:26.5,53.332,-4.774,10.8,1.2,16,0.2, , , IRISH SEA,,
09/10/1990, 15:41:32.2,52.773,-2.649,14.7,1.2,12,0.3, , , SHREWSBURY,SHROPSHIRE,
19/10/1990, 09:46:22.1,51.688,-3.252,0,1.2,7,0.3,2, , HENGOED,MID GLAMORGAN,
09/11/1990, 20:13:24.0,53.123,-3.95,7.7,1.2,14,0.3, , , LLYN COWLYD,GWYNEDD,
14/11/1990, 18:50:18.8,52.571,-2.887,14.4,1.2,13,0.1, , , CHURCH STRETTON,SHROPS,
20/11/1990, 17:14:14.9,51.687,-3.272,0.2,1.2,5,0.3,2, , GELLIGAER,SOUTH WALES,
09/01/1991, 01:28:14.7,51.67,-3.29,2.6,1.2,3, ,3, , GELLIGAER,M GLAMORGAN,
04/10/1991, 15:34:26.4,53.375,-4.297,17.8,1.2,13,0.1, , , DULAS,ANGLESEY,
11/04/1992, 06:54:30.3,51.633,-3.098,15.2,1.2,4,0, , , ABERCARN,GWENT,
29/05/1992, 02:09:11.2,53.417,-2.766,13.4,1.2,13,0.2, , , PRESCOT,MERSEYSIDE,
16/06/1992, 07:44:02.9,52.901,-3.459,10,1.2,10,0.3, , , LLANDRILLO,CLWYD,
18/12/1992, 16:00:14.1,51.954,-3.434,15.5,1.2,4,0.1, , , BRECON,POWYS,
13/09/1993, 19:02:55.6,52.022,-3.524,14.5,1.2,6,0.1, , , BRECON,POWYS,
15/12/1993, 15:30:42.8,51.675,-3.26,0.1,1.2,6,0.1, , , BARGOED,MID GLAMORGAN,
02/05/1994, 21:48:09.7,53.226,-2.704,7.5,1.2,7,0.3, , , CHESTER,CHESHIRE,
15/12/1994, 10:42:37.7,52.951,-4.35,20.7,1.2,14,0.1, , , LLEYN PENIN,GWYNEDD,
26/03/1995, 03:21:14.6,52.322,-2.593,13.5,1.2,7,0.2, , , TENBURY WELLS,HER & WOR,
02/04/1996, 01:00:03.2,52.97,-4.415,20.4,1.2, , , , , LLEYN PENIN,GWYNEDD,
19/08/1996, 01:18:59.3,52.692,-4.018,10.4,1.2, , , , , FAIRBOURNE,GWYNEDD,
06/09/1996, 12:38:11.4,53.037,-4.457,13,1.2, , , , , CAERNARVON BAY,,
06/09/1996, 12:38:11.3,53.036,-4.452,13.9,1.2, , , , , CAERNARVON BAY,,
19/12/1997, 23:31:30.6,53.156,-4.178,9.9,1.2, , ,3, , CAERNARVON,GWYNEDD,
10/12/1998, 21:23:54.6,52.197,-3.498,20.8,1.2, , , , , BUILTH WELLS,POWYS,
11/04/1999, 05:26:51.6,52.957,-4.369,23.1,1.2, , , , , LLEYN PENIN,GWYNEDD,
14/06/1999, 22:24:50.6,52.693,-3.84,10.6,1.2, , , , , DOLGELLAU,GWYNEDD,
01/09/1999, 05:26:30.3,53.196,-4.348,15.9,1.2, , ,3, , CAERNARVON,GWYNEDD,
14/02/2001, 22:51:33.8,51.869,-2.871,13,1.2, , , , , ABERGAVENNY,GWENT,
09/05/2001, 23:31:17.4,51.752,-3.735,21,1.2, , , , , YSTRADGYNLAIS,POWYS,
05/06/2001, 10:21:04.9,51.431,-2.736,5.1,1.2, , , , , BRISTOL,AVON,
06/12/2001, 06:42:53.0,52.949,-4.391,24.9,1.2, , , , , LLEYN PENINSULA,,
15/05/2002, 07:21:39.7,51.601,-2.872,24,1.2,6,0, , , NEWPORT,GWENT,
25/05/2002, 09:23:52.1,53.187,-4.041,16.8,1.2,12,0.1, , , BETHESDA,GWYNEDD,
17/01/2003, 12:02:34.2,53.23,-3.134,5.4,1.2,9,0.1, , , MOLD,CLWYD,
18/01/2003, 02:59:40.6,52.982,-4.153,15.7,1.2,14,0.1,2, , PORTHMADOG,GWYNEDD,
02/09/2003, 19:32:03.7,51.18,-3.715,6.9,1.2,9,0.1, , , LYNTON,DEVON,
31/12/2004, 07:56:44.5,51.443,-2.718,18.4,1.2,6,0.1, , , BRISTOL,AVON,
21/05/2005, 18:01:56.6,51.898,-3.856,10,1.2,10,0.2, , , LLANDEILO,DYFED,
01/08/2005, 21:11:56.2,51.704,-3.173,2,1.2,8,0.1, , , BLACKWOOD,GWENT,
18/09/2008, 21:01:03.1,51.037,-2.87,4.5,1.2,8,0.5,2, , BRIDGWATER,SOMERSET,
07/02/2010, 13:17:47.6,51.956,-4.281,7.9,1.2,8,0.3, , , RHOS,CARMARTHENSHIRE,
12/07/2010, 17:45:23.6,52.439,-4.706,4.7,1.2,11,0.3, , , CARDIGAN BAY,,
24/10/2011, 00:24:45.9,53.198,-4.287,16,1.2,8,0.1,2, , GAERWEN,ANGLESEY,
19/04/2012, 07:41:31.7,51.62,-3.602,8,1.2,8,0.2, , , MAESTEG,BRIDGEND,
07/04/2013, 08:08:12.1,51.691,-3.766,9.2,1.2,6,0.3, , , NEATH,NEATH PORT TALBOT,
26/06/2013, 22:30:28.1,52.879,-4.705,7.9,1.2,11,0.3,2, , LLEYN PENINSULA,,
29/07/2013, 10:50:31.7,53.393,-4.776,8,1.2,8,0.1, , , OFF ANGLESEY,,
11/08/2015, 09:06:02.9,53.012,-4.378,10.7,1.2,10,0.2, , , LLEYN PENINSULA,,
01/01/2016, 22:32:21.3,51.664,-3.162,7.9,1.2,6,0.5, , , NEWBRIDGE,CAERPHILLY,
28/08/2016, 22:58:50.9,52.203,-3.761,11.5,1.2,8,0.3, , , TREGARON,CEREDIGION,
17/02/2018, 15:09:35.5,51.749,-3.824,7.8,1.2,6,0.2, , , CWMLLYNFELL,NPT,
25/03/2018, 13:35:02.6,52.702,-3.025,11.5,1.2,10,0.2, , , WESTBURY,SHROPSHIRE,
20/05/2018, 02:24:56.0,51.206,-4.731,10.2,1.2,7,0.3, , , BRISTOL CHANNEL,,
04/06/2018, 14:07:42.0,53.127,-4.537,7.7,1.2,6,0.2, , , CAERNARFON BAY,,
16/08/2018, 19:51:02.5,51.181,-4.744,16.6,1.2,8,0.3, , , BRISTOL CHANNEL,,
20/10/2018, 03:44:55.1,51.027,-2.897,2.8,1.2,9,0.2, , , CURRY RIVEL,SOMERSET,
30/05/2019, 01:21:28.8,51.951,-2.925,14.1,1.2,7,0.2, , , PONTRILAS,HEREFORDSHIRE,
10/07/2019, 09:36:36.5,52.194,-3.032,13.6,1.2,6,0.2, , , KINGTON,HEREFORDSHIRE,
27/10/2019, 04:14:05.2,51.381,-2.538,6.2,1.2,7,0.3, , , PENSFORD,SOMERSET,
21/11/2019, 01:00:13.6,52.346,-3.165,12.3,1.2,10,0.1, , , LLANGUNLLO,POWYS,
20/08/2020, 16:12:19.9,52.018,-3.562,13.9,1.2,6,0.2, , , TIRABAD,POWYS,
16/11/2020, 06:31:56.5,52.636,-2.737,9.3,1.2,5,0.1,2, , DORRINGTON,SHROPSHIRE,
04/09/2021, 15:36:05.4,53.234,-2.697,11.5,1.2,14,0.2, , , KELSALL,CHESHIRE,
09/10/2021, 22:06:24.7,51.905,-5.133,6.1,1.2,8,0.2, , , LLANDELOY,PEMBROKESHIRE,
22/12/2021, 06:50:09.8,51.47,-3.449,9.5,1.2,6,0.3, , , COWBRIDGE,GLAMORGAN,
20/08/2022, 13:44:22.6,51.646,-5.437,7.1,1.2,5,0.3, , , CELTIC SEA,,
27/09/2022, 02:39:08.1,52.627,-2.864,9.3,1.2,11,0.3, , , HABBERLEY,SHROPSHIRE,
02/03/2023, 13:26:46.9,51.838,-3.246,5.2,1.2,7,0.2, , , BRYNMAWR,GWENT,
27/02/1979, 19:37:00.0,51.73,-2.58, ,1.3, , , , , BREAM AREA,,
27/02/1979, 19:37:00.0,51.73,-2.58, ,1.3, , , , , BREAM AREA,,
23/08/1981, 03:30:33.2,52.88,-2.63, ,1.3, , , , , WEM,,
31/08/1982, 15:27:28.5,51.083,-3.935,1.7,1.3,8,0.5, , , NR BARNSTAPLE,DEVON,
28/06/1983, 13:02:10.6,52.079,-4.194,7.8,1.3,6,0.2, , , LAMPETER,DYFED,
10/10/1983, 21:33:08.9,51.674,-2.646,19.7,1.3,5,0.2, , , CWMBRAN,GWENT,
03/05/1984, 17:15:22.3,53.32,-4.76,13,1.3, , , , , WEST OF ANGLESEY,,
06/08/1984, 12:43:25.3,52.943,-4.339,21.3,1.3,10,0.2,3, , LLEYN PENIN,NW WALES,
22/09/1984, 23:01:42.4,53.159,-2.635,3.2,1.3,5,0.2, , , NR WINSFORD,CHESHIRE,
10/01/1985, 12:46:49.6,51.868,-4.973,0.7,1.3,6,0.3, , , NR HAVERFORDWEST,DYFED,
04/04/1985, 19:51:44.7,52.971,-4.404,23.2,1.3,16,0.1, , , LLEYN PENIN, NW WALES,
01/05/1985, 08:17:29.5,52.041,-3.267,17,1.3,6,0.1, , , NR BRECON,POWYS,
